Address,Lat,Lon
"Boston, MA",42.3554334,-71.060511
Valsad,20.43219565,73.14098929730321
Lahore,31.5656822,74.3141829
"-3.74797,-38.498412",-3.7480593,-38.498447597700874
"Ticino, Switzerland",46.3351913,8.7525902
"Nashville, Tennessee ",36.1622767,-86.7742984
"Los Angeles, CA ",34.0536909,-118.242766
Borla,47.2800415,22.9394922
"Greenfield, IN",39.7855096,-85.7681979
"Boston, MA",42.3554334,-71.060511
Valsad,20.43219565,73.14098929730321
Lahore,31.5656822,74.3141829
California,36.7014631,-118.755997
"Lahore, Pakistan",31.5656822,74.3141829
🍒 | white gay 24,35.934404,-85.444432
"delhi, india",28.6517178,77.2219388
"Westchester County, New York",41.1763139,-73.7907554
"Vienna, Va.",38.9013729,-77.2651762
lagos,6.4550575,3.3941795
Bharat ,22.3511148,78.6677428
United Kingdom,54.7023545,-3.2765753
"North Carolina, USA",35.6729639,-79.0392919
California,36.7014631,-118.755997
"Lahore, Pakistan",31.5656822,74.3141829
🍒 | white gay 24,35.934404,-85.444432
"delhi, india",28.6517178,77.2219388
"Westchester County, New York",41.1763139,-73.7907554
"Vienna, Va.",38.9013729,-77.2651762
lagos,6.4550575,3.3941795
Bharat ,22.3511148,78.6677428
United Kingdom,54.7023545,-3.2765753
"North Carolina, USA",35.6729639,-79.0392919
United States,39.7837304,-100.445882
Venezuela,8.0018709,-66.1109318
bulan,0.976389,103.930833
World,32.8548259,-117.2041575
"Ocean View, DE",38.5476327,-75.0881312
Singapore,1.357107,103.8194992
United States,39.7837304,-100.445882
Venezuela,8.0018709,-66.1109318
bulan,0.976389,103.930833
World,32.8548259,-117.2041575
"Ocean View, DE",38.5476327,-75.0881312
Singapore,1.357107,103.8194992
"Melbourne, Victoria",-37.8142176,144.9631608
"Wollongong, Australia",-34.4278083,150.893054
Worldwide,53.5120412,-2.2434612
"İstanbul, Türkiye",41.0091982,28.9662187
"Melbourne, Victoria",-37.8142176,144.9631608
"Wollongong, Australia",-34.4278083,150.893054
Worldwide,53.5120412,-2.2434612
"İstanbul, Türkiye",41.0091982,28.9662187
"Tamaki Makaurau, Aotearoa",-36.852095,174.7631803
Kyanja,0.3944197,32.596008
"Newcastle, UK",54.9738474,-1.6131572
Australia,-24.7761086,134.755
"Tamaki Makaurau, Aotearoa",-36.852095,174.7631803
Kyanja,0.3944197,32.596008
"Newcastle, UK",54.9738474,-1.6131572
Australia,-24.7761086,134.755
Worldwide,53.5120412,-2.2434612
Nepal,28.1083929,84.0917139
He/Him,20.18371,104.25564
FRANCE,46.603354,1.8883335
"Washington, USA",38.8950368,-77.0365427
Uganda,1.5333554,32.2166578
Pakistan,30.3308401,71.247499
"Guwahati, Assam",26.1805978,91.753943
Worldwide,53.5120412,-2.2434612
Nepal,28.1083929,84.0917139
He/Him,20.18371,104.25564
FRANCE,46.603354,1.8883335
"Washington, USA",38.8950368,-77.0365427
Uganda,1.5333554,32.2166578
Pakistan,30.3308401,71.247499
"Guwahati, Assam",26.1805978,91.753943
"Chicago, IL",41.8755616,-87.6244212
"Toronto, Ontario",43.6534817,-79.3839347
India.,22.3511148,78.6677428
"11224 SE 256th st.,Kent WA,USA",47.37275165,-122.19109861205399
"11224 SE 256th st.,Kent WA,USA",47.37275165,-122.19109861205399
"11224 SE 256th st.,Kent WA,USA",47.37275165,-122.19109861205399
"11224 SE 256th st.,Kent WA,USA",47.37275165,-122.19109861205399
"11224 SE 256th st.,Kent WA,USA",47.37275165,-122.19109861205399
"11224 SE 256th st.,Kent WA,USA",47.37275165,-122.19109861205399
"Ticino, Switzerland",46.3351913,8.7525902
"Chicago, IL",41.8755616,-87.6244212
"Toronto, Ontario",43.6534817,-79.3839347
India.,22.3511148,78.6677428
"11224 SE 256th st.,Kent WA,USA",47.37275165,-122.19109861205399
"11224 SE 256th st.,Kent WA,USA",47.37275165,-122.19109861205399
"11224 SE 256th st.,Kent WA,USA",47.37275165,-122.19109861205399
"11224 SE 256th st.,Kent WA,USA",47.37275165,-122.19109861205399
"11224 SE 256th st.,Kent WA,USA",47.37275165,-122.19109861205399
"11224 SE 256th st.,Kent WA,USA",47.37275165,-122.19109861205399
"Ticino, Switzerland",46.3351913,8.7525902
London,51.5073359,-0.12765
"New York, NY",40.7127281,-74.0060152
Ξ,-32.0967361,-63.7940923
Kuala Lumpur City,3.1181468,101.67375615997102
"Silver Lake, Los Angeles",34.0896518,-118.269373
Canada,61.0666922,-107.991707
Dunder Mifflin,-26.18177,28.052353379259525
Washington,38.8950368,-77.0365427
19. mg,-18.109057,49.3449485
Somewhere ,34.4420602,117.5295201
London,51.5073359,-0.12765
"New York, NY",40.7127281,-74.0060152
Ξ,-32.0967361,-63.7940923
Kuala Lumpur City,3.1181468,101.67375615997102
"Silver Lake, Los Angeles",34.0896518,-118.269373
Canada,61.0666922,-107.991707
Dunder Mifflin,-26.18177,28.052353379259525
Washington,38.8950368,-77.0365427
19. mg,-18.109057,49.3449485
Somewhere ,34.4420602,117.5295201
United States,39.7837304,-100.445882
Lions Den ,48.547977,-53.78062803064889
USA,39.7837304,-100.445882
"Naples, FL",26.1421976,-81.7942944
USA,39.7837304,-100.445882
"Houston, TX",29.7589382,-95.3676974
"Fredericksburg, VA",38.3031837,-77.4605399
"Scottsdale, AZ",33.4942189,-111.926018
"Lagos, Nigeria",6.4550575,3.3941795
UK,54.7023545,-3.2765753
"Chicago,IL",41.8755616,-87.6244212
United States,39.7837304,-100.445882
North Texas,36.1979366,-76.0099227
United States,39.7837304,-100.445882
Lions Den ,48.547977,-53.78062803064889
USA,39.7837304,-100.445882
"Naples, FL",26.1421976,-81.7942944
USA,39.7837304,-100.445882
"Houston, TX",29.7589382,-95.3676974
"Fredericksburg, VA",38.3031837,-77.4605399
"Scottsdale, AZ",33.4942189,-111.926018
"Lagos, Nigeria",6.4550575,3.3941795
UK,54.7023545,-3.2765753
"Chicago,IL",41.8755616,-87.6244212
United States,39.7837304,-100.445882
North Texas,36.1979366,-76.0099227
"Carlsbad, CA",33.1580933,-117.3505966
Petaling Jaya,3.0991752,101.6450232
Petaling Jaya,3.0991752,101.6450232
Petaling Jaya,3.0991752,101.6450232
India,22.3511148,78.6677428
"California, USA",36.7014631,-118.755997
Miami Florida,25.7741728,-80.19362
"Denver, CO",39.7392364,-104.984862
"Cupertino, CA",37.3228934,-122.0322895
United States,39.7837304,-100.445882
Petaling Jaya,3.0991752,101.6450232
India,22.3511148,78.6677428
"California, USA",36.7014631,-118.755997
Miami Florida,25.7741728,-80.19362
"Denver, CO",39.7392364,-104.984862
"Cupertino, CA",37.3228934,-122.0322895
United States,39.7837304,-100.445882
"Sao Paulo, Brazil",-23.5506507,-46.6333824
India,22.3511148,78.6677428
UK,54.7023545,-3.2765753
"Brooklyn, NY",40.6526006,-73.9497211
"Dar es Salaam, Tanzania",-6.8160837,39.2803583
Deep South,38.0114581,-107.6658815
Ask Me,35.0400627,33.9881024
"Sao Paulo, Brazil",-23.5506507,-46.6333824
India,22.3511148,78.6677428
UK,54.7023545,-3.2765753
"Brooklyn, NY",40.6526006,-73.9497211
"Dar es Salaam, Tanzania",-6.8160837,39.2803583
Deep South,38.0114581,-107.6658815
Ask Me,35.0400627,33.9881024
Georgia ,32.3293809,-83.1137366
"Michigan, USA",43.6211955,-84.6824346
Portugal,39.6621648,-8.1353519
"Ridgefield, CT",41.2814842,-73.4981792
"Texas, USA",31.2638905,-98.5456116
"Accra, Ghana",5.5571096,-0.2012376
"Arizona, USA",34.395342,-111.763275
Derbyshire,53.1185033,-1.5566179305872214
Georgia ,32.3293809,-83.1137366
"Michigan, USA",43.6211955,-84.6824346
Portugal,39.6621648,-8.1353519
"Ridgefield, CT",41.2814842,-73.4981792
"Texas, USA",31.2638905,-98.5456116
"Accra, Ghana",5.5571096,-0.2012376
"Arizona, USA",34.395342,-111.763275
Derbyshire,53.1185033,-1.5566179305872214
"-3.74797,-38.498412",-3.7480593,-38.498447597700874
"Ticino, Switzerland",46.3351913,8.7525902
"Nashville, Tennessee ",36.1622767,-86.7742984
"Los Angeles, CA ",34.0536909,-118.242766
Borla,47.2800415,22.9394922
"Greenfield, IN",39.7855096,-85.7681979
"Boston, MA",42.3554334,-71.060511
Valsad,20.43219565,73.14098929730321
Lahore,31.5656822,74.3141829
"-3.74797,-38.498412",-3.7480593,-38.498447597700874
"Ticino, Switzerland",46.3351913,8.7525902
"Nashville, Tennessee ",36.1622767,-86.7742984
"Los Angeles, CA ",34.0536909,-118.242766
Borla,47.2800415,22.9394922
"Greenfield, IN",39.7855096,-85.7681979
"Boston, MA",42.3554334,-71.060511
Valsad,20.43219565,73.14098929730321
Lahore,31.5656822,74.3141829
California,36.7014631,-118.755997
"Lahore, Pakistan",31.5656822,74.3141829
🍒 | white gay 24,35.934404,-85.444432
"delhi, india",28.6517178,77.2219388
"Westchester County, New York",41.1763139,-73.7907554
"Vienna, Va.",38.9013729,-77.2651762
lagos,6.4550575,3.3941795
Bharat ,22.3511148,78.6677428
United Kingdom,54.7023545,-3.2765753
"North Carolina, USA",35.6729639,-79.0392919
California,36.7014631,-118.755997
"Lahore, Pakistan",31.5656822,74.3141829
🍒 | white gay 24,35.934404,-85.444432
"delhi, india",28.6517178,77.2219388
"Westchester County, New York",41.1763139,-73.7907554
"Vienna, Va.",38.9013729,-77.2651762
lagos,6.4550575,3.3941795
Bharat ,22.3511148,78.6677428
United Kingdom,54.7023545,-3.2765753
"North Carolina, USA",35.6729639,-79.0392919
United States,39.7837304,-100.445882
Venezuela,8.0018709,-66.1109318
bulan,0.976389,103.930833
World,32.8548259,-117.2041575
"Ocean View, DE",38.5476327,-75.0881312
Singapore,1.357107,103.8194992
United States,39.7837304,-100.445882
Venezuela,8.0018709,-66.1109318
bulan,0.976389,103.930833
World,32.8548259,-117.2041575
"Ocean View, DE",38.5476327,-75.0881312
Singapore,1.357107,103.8194992
"Melbourne, Victoria",-37.8142176,144.9631608
"Wollongong, Australia",-34.4278083,150.893054
Worldwide,53.5120412,-2.2434612
"İstanbul, Türkiye",41.0091982,28.9662187
"Melbourne, Victoria",-37.8142176,144.9631608
"Wollongong, Australia",-34.4278083,150.893054
Worldwide,53.5120412,-2.2434612
"İstanbul, Türkiye",41.0091982,28.9662187
"Tamaki Makaurau, Aotearoa",-36.852095,174.7631803
Kyanja,0.3944197,32.596008
"Newcastle, UK",54.9738474,-1.6131572
Australia,-24.7761086,134.755
"Tamaki Makaurau, Aotearoa",-36.852095,174.7631803
Kyanja,0.3944197,32.596008
"Newcastle, UK",54.9738474,-1.6131572
Australia,-24.7761086,134.755
Worldwide,53.5120412,-2.2434612
Nepal,28.1083929,84.0917139
He/Him,20.18371,104.25564
FRANCE,46.603354,1.8883335
"Washington, USA",38.8950368,-77.0365427
Uganda,1.5333554,32.2166578
Pakistan,30.3308401,71.247499
"Guwahati, Assam",26.1805978,91.753943
Worldwide,53.5120412,-2.2434612
Nepal,28.1083929,84.0917139
He/Him,20.18371,104.25564
FRANCE,46.603354,1.8883335
"Washington, USA",38.8950368,-77.0365427
Uganda,1.5333554,32.2166578
Pakistan,30.3308401,71.247499
"Guwahati, Assam",26.1805978,91.753943
"Chicago, IL",41.8755616,-87.6244212
"Toronto, Ontario",43.6534817,-79.3839347
India.,22.3511148,78.6677428
"11224 SE 256th st.,Kent WA,USA",47.37275165,-122.19109861205399
"11224 SE 256th st.,Kent WA,USA",47.37275165,-122.19109861205399
"11224 SE 256th st.,Kent WA,USA",47.37275165,-122.19109861205399
"11224 SE 256th st.,Kent WA,USA",47.37275165,-122.19109861205399
"11224 SE 256th st.,Kent WA,USA",47.37275165,-122.19109861205399
"11224 SE 256th st.,Kent WA,USA",47.37275165,-122.19109861205399
"Ticino, Switzerland",46.3351913,8.7525902
"Chicago, IL",41.8755616,-87.6244212
"Toronto, Ontario",43.6534817,-79.3839347
India.,22.3511148,78.6677428
"11224 SE 256th st.,Kent WA,USA",47.37275165,-122.19109861205399
"11224 SE 256th st.,Kent WA,USA",47.37275165,-122.19109861205399
"11224 SE 256th st.,Kent WA,USA",47.37275165,-122.19109861205399
"11224 SE 256th st.,Kent WA,USA",47.37275165,-122.19109861205399
"11224 SE 256th st.,Kent WA,USA",47.37275165,-122.19109861205399
"11224 SE 256th st.,Kent WA,USA",47.37275165,-122.19109861205399
"Ticino, Switzerland",46.3351913,8.7525902
London,51.5073359,-0.12765
"New York, NY",40.7127281,-74.0060152
Ξ,-32.0967361,-63.7940923
Kuala Lumpur City,3.1181468,101.67375615997102
"Silver Lake, Los Angeles",34.0896518,-118.269373
Canada,61.0666922,-107.991707
Dunder Mifflin,-26.18177,28.052353379259525
Washington,38.8950368,-77.0365427
19. mg,-18.109057,49.3449485
Somewhere ,34.4420602,117.5295201
London,51.5073359,-0.12765
"New York, NY",40.7127281,-74.0060152
Ξ,-32.0967361,-63.7940923
Kuala Lumpur City,3.1181468,101.67375615997102
"Silver Lake, Los Angeles",34.0896518,-118.269373
Canada,61.0666922,-107.991707
Dunder Mifflin,-26.18177,28.052353379259525
Washington,38.8950368,-77.0365427
19. mg,-18.109057,49.3449485
Somewhere ,34.4420602,117.5295201
United States,39.7837304,-100.445882
Lions Den ,48.547977,-53.78062803064889
USA,39.7837304,-100.445882
"Naples, FL",26.1421976,-81.7942944
USA,39.7837304,-100.445882
"Houston, TX",29.7589382,-95.3676974
"Fredericksburg, VA",38.3031837,-77.4605399
"Scottsdale, AZ",33.4942189,-111.926018
"Lagos, Nigeria",6.4550575,3.3941795
UK,54.7023545,-3.2765753
"Chicago,IL",41.8755616,-87.6244212
United States,39.7837304,-100.445882
North Texas,36.1979366,-76.0099227
United States,39.7837304,-100.445882
Lions Den ,48.547977,-53.78062803064889
USA,39.7837304,-100.445882
"Naples, FL",26.1421976,-81.7942944
USA,39.7837304,-100.445882
"Houston, TX",29.7589382,-95.3676974
"Fredericksburg, VA",38.3031837,-77.4605399
"Scottsdale, AZ",33.4942189,-111.926018
"Lagos, Nigeria",6.4550575,3.3941795
UK,54.7023545,-3.2765753
"Chicago,IL",41.8755616,-87.6244212
United States,39.7837304,-100.445882
North Texas,36.1979366,-76.0099227
"Carlsbad, CA",33.1580933,-117.3505966
Petaling Jaya,3.0991752,101.6450232
Petaling Jaya,3.0991752,101.6450232
Petaling Jaya,3.0991752,101.6450232
India,22.3511148,78.6677428
"California, USA",36.7014631,-118.755997
Miami Florida,25.7741728,-80.19362
"Denver, CO",39.7392364,-104.984862
"Cupertino, CA",37.3228934,-122.0322895
United States,39.7837304,-100.445882
Petaling Jaya,3.0991752,101.6450232
India,22.3511148,78.6677428
"California, USA",36.7014631,-118.755997
Miami Florida,25.7741728,-80.19362
"Denver, CO",39.7392364,-104.984862
"Cupertino, CA",37.3228934,-122.0322895
United States,39.7837304,-100.445882
"Sao Paulo, Brazil",-23.5506507,-46.6333824
India,22.3511148,78.6677428
UK,54.7023545,-3.2765753
"Brooklyn, NY",40.6526006,-73.9497211
"Dar es Salaam, Tanzania",-6.8160837,39.2803583
Deep South,38.0114581,-107.6658815
Ask Me,35.0400627,33.9881024
"Sao Paulo, Brazil",-23.5506507,-46.6333824
India,22.3511148,78.6677428
UK,54.7023545,-3.2765753
"Brooklyn, NY",40.6526006,-73.9497211
"Dar es Salaam, Tanzania",-6.8160837,39.2803583
Deep South,38.0114581,-107.6658815
Ask Me,35.0400627,33.9881024
Georgia ,32.3293809,-83.1137366
"Michigan, USA",43.6211955,-84.6824346
Portugal,39.6621648,-8.1353519
"Ridgefield, CT",41.2814842,-73.4981792
"Texas, USA",31.2638905,-98.5456116
"Accra, Ghana",5.5571096,-0.2012376
"Arizona, USA",34.395342,-111.763275
Derbyshire,53.1185033,-1.5566179305872214
Georgia ,32.3293809,-83.1137366
"Michigan, USA",43.6211955,-84.6824346
Portugal,39.6621648,-8.1353519
"Ridgefield, CT",41.2814842,-73.4981792
"Texas, USA",31.2638905,-98.5456116
"Accra, Ghana",5.5571096,-0.2012376
"Arizona, USA",34.395342,-111.763275
Derbyshire,53.1185033,-1.5566179305872214
"-3.74797,-38.498412",-3.7480593,-38.498447597700874
"Ticino, Switzerland",46.3351913,8.7525902
"Nashville, Tennessee ",36.1622767,-86.7742984
"Los Angeles, CA ",34.0536909,-118.242766
Borla,47.2800415,22.9394922
"Greenfield, IN",39.7855096,-85.7681979
"Boston, MA",42.3554334,-71.060511
Valsad,20.43219565,73.14098929730321
Lahore,31.5656822,74.3141829
"-3.74797,-38.498412",-3.7480593,-38.498447597700874
"Ticino, Switzerland",46.3351913,8.7525902
"Nashville, Tennessee ",36.1622767,-86.7742984
"Los Angeles, CA ",34.0536909,-118.242766
Borla,47.2800415,22.9394922
"Greenfield, IN",39.7855096,-85.7681979
"Boston, MA",42.3554334,-71.060511
Valsad,20.43219565,73.14098929730321
Lahore,31.5656822,74.3141829
California,36.7014631,-118.755997
"Lahore, Pakistan",31.5656822,74.3141829
🍒 | white gay 24,35.934404,-85.444432
"delhi, india",28.6517178,77.2219388
"Westchester County, New York",41.1763139,-73.7907554
"Vienna, Va.",38.9013729,-77.2651762
lagos,6.4550575,3.3941795
Bharat ,22.3511148,78.6677428
United Kingdom,54.7023545,-3.2765753
"North Carolina, USA",35.6729639,-79.0392919
California,36.7014631,-118.755997
"Lahore, Pakistan",31.5656822,74.3141829
🍒 | white gay 24,35.934404,-85.444432
"delhi, india",28.6517178,77.2219388
"Westchester County, New York",41.1763139,-73.7907554
"Vienna, Va.",38.9013729,-77.2651762
lagos,6.4550575,3.3941795
Bharat ,22.3511148,78.6677428
United Kingdom,54.7023545,-3.2765753
"North Carolina, USA",35.6729639,-79.0392919
United States,39.7837304,-100.445882
Venezuela,8.0018709,-66.1109318
bulan,0.976389,103.930833
World,32.8548259,-117.2041575
"Ocean View, DE",38.5476327,-75.0881312
Singapore,1.357107,103.8194992
United States,39.7837304,-100.445882
Venezuela,8.0018709,-66.1109318
bulan,0.976389,103.930833
World,32.8548259,-117.2041575
"Ocean View, DE",38.5476327,-75.0881312
Singapore,1.357107,103.8194992
"Melbourne, Victoria",-37.8142176,144.9631608
"Wollongong, Australia",-34.4278083,150.893054
Worldwide,53.5120412,-2.2434612
"İstanbul, Türkiye",41.0091982,28.9662187
"Melbourne, Victoria",-37.8142176,144.9631608
"Wollongong, Australia",-34.4278083,150.893054
Worldwide,53.5120412,-2.2434612
"İstanbul, Türkiye",41.0091982,28.9662187
"Tamaki Makaurau, Aotearoa",-36.852095,174.7631803
Kyanja,0.3944197,32.596008
"Newcastle, UK",54.9738474,-1.6131572
Australia,-24.7761086,134.755
"Tamaki Makaurau, Aotearoa",-36.852095,174.7631803
Kyanja,0.3944197,32.596008
"Newcastle, UK",54.9738474,-1.6131572
Australia,-24.7761086,134.755
Worldwide,53.5120412,-2.2434612
Nepal,28.1083929,84.0917139
He/Him,20.18371,104.25564
FRANCE,46.603354,1.8883335
"Washington, USA",38.8950368,-77.0365427
Uganda,1.5333554,32.2166578
Pakistan,30.3308401,71.247499
"Guwahati, Assam",26.1805978,91.753943
Worldwide,53.5120412,-2.2434612
Nepal,28.1083929,84.0917139
He/Him,20.18371,104.25564
FRANCE,46.603354,1.8883335
"Washington, USA",38.8950368,-77.0365427
Uganda,1.5333554,32.2166578
Pakistan,30.3308401,71.247499
"Guwahati, Assam",26.1805978,91.753943
"Chicago, IL",41.8755616,-87.6244212
"Toronto, Ontario",43.6534817,-79.3839347
India.,22.3511148,78.6677428
"11224 SE 256th st.,Kent WA,USA",47.37275165,-122.19109861205399
"11224 SE 256th st.,Kent WA,USA",47.37275165,-122.19109861205399
"11224 SE 256th st.,Kent WA,USA",47.37275165,-122.19109861205399
"11224 SE 256th st.,Kent WA,USA",47.37275165,-122.19109861205399
"11224 SE 256th st.,Kent WA,USA",47.37275165,-122.19109861205399
"11224 SE 256th st.,Kent WA,USA",47.37275165,-122.19109861205399
"Ticino, Switzerland",46.3351913,8.7525902
"Chicago, IL",41.8755616,-87.6244212
"Toronto, Ontario",43.6534817,-79.3839347
India.,22.3511148,78.6677428
"11224 SE 256th st.,Kent WA,USA",47.37275165,-122.19109861205399
"11224 SE 256th st.,Kent WA,USA",47.37275165,-122.19109861205399
"11224 SE 256th st.,Kent WA,USA",47.37275165,-122.19109861205399
"11224 SE 256th st.,Kent WA,USA",47.37275165,-122.19109861205399
"11224 SE 256th st.,Kent WA,USA",47.37275165,-122.19109861205399
"11224 SE 256th st.,Kent WA,USA",47.37275165,-122.19109861205399
"Ticino, Switzerland",46.3351913,8.7525902
London,51.5073359,-0.12765
"New York, NY",40.7127281,-74.0060152
Ξ,-32.0967361,-63.7940923
Kuala Lumpur City,3.1181468,101.67375615997102
"Silver Lake, Los Angeles",34.0896518,-118.269373
Canada,61.0666922,-107.991707
Dunder Mifflin,-26.18177,28.052353379259525
Washington,38.8950368,-77.0365427
19. mg,-18.109057,49.3449485
Somewhere ,34.4420602,117.5295201
London,51.5073359,-0.12765
"New York, NY",40.7127281,-74.0060152
Ξ,-32.0967361,-63.7940923
Kuala Lumpur City,3.1181468,101.67375615997102
"Silver Lake, Los Angeles",34.0896518,-118.269373
Canada,61.0666922,-107.991707
Dunder Mifflin,-26.18177,28.052353379259525
Washington,38.8950368,-77.0365427
19. mg,-18.109057,49.3449485
Somewhere ,34.4420602,117.5295201
United States,39.7837304,-100.445882
Lions Den ,48.547977,-53.78062803064889
USA,39.7837304,-100.445882
"Naples, FL",26.1421976,-81.7942944
USA,39.7837304,-100.445882
"Houston, TX",29.7589382,-95.3676974
"Fredericksburg, VA",38.3031837,-77.4605399
"Scottsdale, AZ",33.4942189,-111.926018
"Lagos, Nigeria",6.4550575,3.3941795
UK,54.7023545,-3.2765753
"Chicago,IL",41.8755616,-87.6244212
United States,39.7837304,-100.445882
North Texas,36.1979366,-76.0099227
United States,39.7837304,-100.445882
Lions Den ,48.547977,-53.78062803064889
USA,39.7837304,-100.445882
"Naples, FL",26.1421976,-81.7942944
USA,39.7837304,-100.445882
"Houston, TX",29.7589382,-95.3676974
"Fredericksburg, VA",38.3031837,-77.4605399
"Scottsdale, AZ",33.4942189,-111.926018
"Lagos, Nigeria",6.4550575,3.3941795
UK,54.7023545,-3.2765753
"Chicago,IL",41.8755616,-87.6244212
United States,39.7837304,-100.445882
North Texas,36.1979366,-76.0099227
"Carlsbad, CA",33.1580933,-117.3505966
Petaling Jaya,3.0991752,101.6450232
Petaling Jaya,3.0991752,101.6450232
Petaling Jaya,3.0991752,101.6450232
India,22.3511148,78.6677428
"California, USA",36.7014631,-118.755997
Miami Florida,25.7741728,-80.19362
"Denver, CO",39.7392364,-104.984862
"Cupertino, CA",37.3228934,-122.0322895
United States,39.7837304,-100.445882
Petaling Jaya,3.0991752,101.6450232
India,22.3511148,78.6677428
"California, USA",36.7014631,-118.755997
Miami Florida,25.7741728,-80.19362
"Denver, CO",39.7392364,-104.984862
"Cupertino, CA",37.3228934,-122.0322895
United States,39.7837304,-100.445882
"Sao Paulo, Brazil",-23.5506507,-46.6333824
India,22.3511148,78.6677428
UK,54.7023545,-3.2765753
"Brooklyn, NY",40.6526006,-73.9497211
"Dar es Salaam, Tanzania",-6.8160837,39.2803583
Deep South,38.0114581,-107.6658815
Ask Me,35.0400627,33.9881024
"Sao Paulo, Brazil",-23.5506507,-46.6333824
India,22.3511148,78.6677428
UK,54.7023545,-3.2765753
"Brooklyn, NY",40.6526006,-73.9497211
"Dar es Salaam, Tanzania",-6.8160837,39.2803583
Deep South,38.0114581,-107.6658815
Ask Me,35.0400627,33.9881024
Georgia ,32.3293809,-83.1137366
"Michigan, USA",43.6211955,-84.6824346
Portugal,39.6621648,-8.1353519
"Ridgefield, CT",41.2814842,-73.4981792
"Texas, USA",31.2638905,-98.5456116
"Accra, Ghana",5.5571096,-0.2012376
"Arizona, USA",34.395342,-111.763275
Derbyshire,53.1185033,-1.5566179305872214
Georgia ,32.3293809,-83.1137366
"Michigan, USA",43.6211955,-84.6824346
Portugal,39.6621648,-8.1353519
"Ridgefield, CT",41.2814842,-73.4981792
"Texas, USA",31.2638905,-98.5456116
"Accra, Ghana",5.5571096,-0.2012376
"Arizona, USA",34.395342,-111.763275
Derbyshire,53.1185033,-1.5566179305872214
"-3.74797,-38.498412",-3.7480593,-38.498447597700874
"Ticino, Switzerland",46.3351913,8.7525902
"Nashville, Tennessee ",36.1622767,-86.7742984
"Los Angeles, CA ",34.0536909,-118.242766
Borla,47.2800415,22.9394922
"Greenfield, IN",39.7855096,-85.7681979
"Boston, MA",42.3554334,-71.060511
Valsad,20.43219565,73.14098929730321
Lahore,31.5656822,74.3141829
"-3.74797,-38.498412",-3.7480593,-38.498447597700874
"Ticino, Switzerland",46.3351913,8.7525902
"Nashville, Tennessee ",36.1622767,-86.7742984
"Los Angeles, CA ",34.0536909,-118.242766
Borla,47.2800415,22.9394922
"Greenfield, IN",39.7855096,-85.7681979
"Boston, MA",42.3554334,-71.060511
Valsad,20.43219565,73.14098929730321
Lahore,31.5656822,74.3141829
California,36.7014631,-118.755997
"Lahore, Pakistan",31.5656822,74.3141829
🍒 | white gay 24,35.934404,-85.444432
"delhi, india",28.6517178,77.2219388
"Westchester County, New York",41.1763139,-73.7907554
"Vienna, Va.",38.9013729,-77.2651762
lagos,6.4550575,3.3941795
Bharat ,22.3511148,78.6677428
United Kingdom,54.7023545,-3.2765753
"North Carolina, USA",35.6729639,-79.0392919
California,36.7014631,-118.755997
"Lahore, Pakistan",31.5656822,74.3141829
🍒 | white gay 24,35.934404,-85.444432
